transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud,timestamp_utc,hour,minute,weekday,month,is_high_value,amount_log,account_age_bucket
TXN_202165,CUST_170,1,757,74901,ATM,2025-08-19 21:45:09,0,2025-08-19 21:45:09+00:00,21,45,1,8,1,11.223935871418504,recent
TXN_200586,CUST_648,1,1113,19604,Web,2025-08-19 17:52:18,0,2025-08-19 17:52:18+00:00,17,52,1,8,0,9.883539914726432,recent
TXN_204867,CUST_116,1,1646,5524,Mobile,2025-08-23 00:23:52,0,2025-08-23 00:23:52+00:00,0,23,5,8,0,8.617038526385954,established
TXN_204052,CUST_790,0,881,19275,POS,2025-08-10 14:02:26,0,2025-08-10 14:02:26+00:00,14,2,6,8,0,9.866616077760224,recent
TXN_202826,CUST_141,0,1084,30109,POS,2025-08-12 01:30:56,1,2025-08-12 01:30:56+00:00,1,30,1,8,0,10.31261262147578,recent
TXN_203052,CUST_793,1,2085,10757,POS,2025-08-23 17:44:53,0,2025-08-23 17:44:53+00:00,17,44,5,8,0,9.283404942833188,established
TXN_203124,CUST_572,1,2225,168703,Mobile,2025-08-01 02:27:35,1,2025-08-01 02:27:35+00:00,2,27,4,8,1,12.03590097898207,established
TXN_203735,CUST_785,1,2144,8384,Mobile,2025-08-02 21:48:13,0,2025-08-02 21:48:13+00:00,21,48,5,8,0,9.034199674257309,established
TXN_201629,CUST_354,1,536,5628,Mobile,2025-08-18 22:01:44,0,2025-08-18 22:01:44+00:00,22,1,0,8,0,8.635687085464026,new
TXN_204242,CUST_569,1,1988,4434,Mobile,2025-08-17 21:34:07,0,2025-08-17 21:34:07+00:00,21,34,6,8,0,8.39728289474368,established
TXN_204861,CUST_633,1,1795,7318,Web,2025-08-22 21:07:42,0,2025-08-22 21:07:42+00:00,21,7,4,8,0,8.898228985601227,established
TXN_200404,CUST_251,0,1227,158179,ATM,2025-08-17 05:38:26,0,2025-08-17 05:38:26+00:00,5,38,6,8,1,11.971488904073407,recent
TXN_202560,CUST_688,1,285,7808,Web,2025-08-10 13:52:56,0,2025-08-10 13:52:56+00:00,13,52,6,8,0,8.963032193662675,new
TXN_204235,CUST_278,1,984,189273,Web,2025-08-14 16:40:12,1,2025-08-14 16:40:12+00:00,16,40,3,8,1,12.150950979639626,recent
TXN_204966,CUST_362,1,567,4358,Web,2025-08-19 08:14:19,0,2025-08-19 08:14:19+00:00,8,14,1,8,0,8.379997952238393,new
TXN_204462,CUST_120,1,2139,4783,Mobile,2025-08-25 01:45:44,0,2025-08-25 01:45:44+00:00,1,45,0,8,0,8.473032295630468,established
TXN_203956,CUST_171,1,467,4386,Web,2025-08-25 18:50:31,0,2025-08-25 18:50:31+00:00,18,50,0,8,0,8.386400901166214,new
TXN_203024,CUST_636,1,1071,12780,Mobile,2025-08-23 15:39:25,0,2025-08-23 15:39:25+00:00,15,39,5,8,0,9.455714972131714,recent
TXN_200945,CUST_291,1,2911,16697,ATM,2025-08-04 22:20:35,0,2025-08-04 22:20:35+00:00,22,20,0,8,0,9.723044230753946,old
TXN_204485,CUST_266,0,2369,18133,Mobile,2025-08-14 05:07:30,0,2025-08-14 05:07:30+00:00,5,7,3,8,0,9.805543908206,old
TXN_204301,CUST_223,1,363,199659,Web,2025-08-25 17:04:51,0,2025-08-25 17:04:51+00:00,17,4,0,8,1,12.204371198890415,new
TXN_204002,CUST_207,1,2097,11251,Mobile,2025-08-07 10:56:20,0,2025-08-07 10:56:20+00:00,10,56,3,8,0,9.328301169609748,established
TXN_203541,CUST_794,0,678,290810,Mobile,2025-08-14 09:39:05,0,2025-08-14 09:39:05+00:00,9,39,3,8,1,12.580428850611098,new
TXN_203528,CUST_123,1,160,228736,ATM,2025-08-23 23:58:36,0,2025-08-23 23:58:36+00:00,23,58,5,8,1,12.340328150921756,new
TXN_202257,CUST_208,0,2323,7736,POS,2025-08-10 13:23:01,0,2025-08-10 13:23:01+00:00,13,23,6,8,0,8.953769294549454,old
TXN_204249,CUST_166,1,1726,6679,ATM,2025-08-01 17:06:24,0,2025-08-01 17:06:24+00:00,17,6,4,8,0,8.806873266530692,established
TXN_203361,CUST_255,0,2803,11781,POS,2025-08-03 01:16:58,0,2025-08-03 01:16:58+00:00,1,16,6,8,0,9.374328222081632,old
TXN_200632,CUST_247,1,585,9621,Mobile,2025-08-24 09:46:54,0,2025-08-24 09:46:54+00:00,9,46,6,8,0,9.171807422259398,new
TXN_200023,CUST_194,1,1014,3768,ATM,2025-08-19 05:43:22,0,2025-08-19 05:43:22+00:00,5,43,1,8,0,8.234564993267135,recent
TXN_204676,CUST_327,1,42,4631,Mobile,2025-08-12 00:57:32,0,2025-08-12 00:57:32+00:00,0,57,1,8,0,8.440744019252831,new
TXN_202507,CUST_397,1,2546,27805,Web,2025-08-01 07:44:10,0,2025-08-01 07:44:10+00:00,7,44,4,8,0,10.233007103729488,old
TXN_200966,CUST_370,1,2505,15009,POS,2025-08-25 08:39:44,0,2025-08-25 08:39:44+00:00,8,39,0,8,0,9.616471924627508,old
TXN_202069,CUST_469,1,1190,9333,POS,2025-08-25 19:19:26,0,2025-08-25 19:19:26+00:00,19,19,0,8,0,9.14141892650976,recent
TXN_203987,CUST_626,1,1975,13064,Web,2025-08-21 19:49:26,0,2025-08-21 19:49:26+00:00,19,49,3,8,0,9.477692177954712,established
TXN_201166,CUST_633,1,1544,4943,POS,2025-08-07 03:56:44,1,2025-08-07 03:56:44+00:00,3,56,3,8,0,8.505929999137527,established
TXN_202102,CUST_481,1,1273,6843,POS,2025-08-23 18:25:21,0,2025-08-23 18:25:21+00:00,18,25,5,8,0,8.831127635012084,recent
TXN_202140,CUST_650,1,833,62836,Mobile,2025-08-05 12:27:11,0,2025-08-05 12:27:11+00:00,12,27,1,8,1,11.048299350937146,recent
TXN_204024,CUST_559,1,2745,7482,Web,2025-08-24 00:35:22,0,2025-08-24 00:35:22+00:00,0,35,6,8,0,8.920389060080359,old
TXN_201869,CUST_383,1,651,3003,Web,2025-08-09 18:07:12,0,2025-08-09 18:07:12+00:00,18,7,5,8,0,8.007700012884026,new
TXN_204693,CUST_238,0,959,6875,Web,2025-08-07 20:37:07,0,2025-08-07 20:37:07+00:00,20,37,3,8,0,8.83579236650274,recent
TXN_201790,CUST_111,0,442,6024,POS,2025-08-22 19:57:59,0,2025-08-22 19:57:59+00:00,19,57,4,8,0,8.703672758358856,new
TXN_203437,CUST_649,1,1636,13697,Web,2025-08-11 06:25:19,0,2025-08-11 06:25:19+00:00,6,25,0,8,0,9.52500511575785,established
TXN_202490,CUST_510,1,365,8856,Mobile,2025-08-23 21:58:48,0,2025-08-23 21:58:48+00:00,21,58,5,8,0,9.088963385809585,new
TXN_204957,CUST_438,0,577,5092,Mobile,2025-08-24 08:15:08,0,2025-08-24 08:15:08+00:00,8,15,6,8,0,8.535622326884605,new
TXN_203833,CUST_659,1,133,4060,Web,2025-08-04 14:38:32,0,2025-08-04 14:38:32+00:00,14,38,0,8,0,8.309184527686298,new
TXN_201438,CUST_475,1,300,10013,POS,2025-08-03 09:31:08,0,2025-08-03 09:31:08+00:00,9,31,6,8,0,9.211739392889893,new
TXN_200273,CUST_555,0,1040,10785,Web,2025-08-18 15:51:04,0,2025-08-18 15:51:04+00:00,15,51,0,8,0,9.286004275897172,recent
TXN_201208,CUST_252,1,366,218478,POS,2025-08-11 15:57:04,1,2025-08-11 15:57:04+00:00,15,57,0,8,1,12.29444517905912,new
TXN_203746,CUST_134,1,757,5339,Web,2025-08-01 13:52:41,0,2025-08-01 13:52:41+00:00,13,52,4,8,0,8.582980931954241,recent
TXN_201637,CUST_567,1,2500,8702,POS,2025-08-13 07:34:27,0,2025-08-13 07:34:27+00:00,7,34,2,8,0,9.071423072789514,old
TXN_203853,CUST_364,1,1487,4383,Web,2025-08-20 21:59:40,0,2025-08-20 21:59:40+00:00,21,59,2,8,0,8.385716828627851,established
TXN_204913,CUST_711,1,444,9871,Mobile,2025-08-01 17:55:23,0,2025-08-01 17:55:23+00:00,17,55,4,8,0,9.197457746145169,new
TXN_204898,CUST_696,1,2466,8743,Web,2025-08-11 15:32:49,0,2025-08-11 15:32:49+00:00,15,32,0,8,0,9.076123029856374,old
TXN_202926,CUST_783,1,1568,9052,Mobile,2025-08-08 03:48:25,0,2025-08-08 03:48:25+00:00,3,48,4,8,0,9.11085147347544,established
TXN_204107,CUST_616,0,992,68366,POS,2025-08-20 15:13:50,0,2025-08-20 15:13:50+00:00,15,13,2,8,1,11.132645531050882,recent
TXN_202325,CUST_788,0,257,139508,Web,2025-08-06 12:15:16,0,2025-08-06 12:15:16+00:00,12,15,2,8,1,11.845884394291511,new
TXN_201371,CUST_307,1,1866,6082,Web,2025-08-03 15:07:05,0,2025-08-03 15:07:05+00:00,15,7,6,8,0,8.713253274320705,established
TXN_204507,CUST_185,1,1794,8393,Mobile,2025-08-15 18:59:24,0,2025-08-15 18:59:24+00:00,18,59,4,8,0,9.035272443893536,established
TXN_201198,CUST_562,1,2765,267287,Mobile,2025-08-23 16:27:49,0,2025-08-23 16:27:49+00:00,16,27,5,8,1,12.496082007741046,old
TXN_200089,CUST_743,1,1653,17510,Mobile,2025-08-15 00:02:59,0,2025-08-15 00:02:59+00:00,0,2,4,8,0,9.7705845338719,established
TXN_203150,CUST_666,1,1492,11241,Web,2025-08-22 12:28:35,0,2025-08-22 12:28:35+00:00,12,28,4,8,0,9.32741204356202,established
TXN_200528,CUST_432,1,961,11340,Mobile,2025-08-21 17:29:47,0,2025-08-21 17:29:47+00:00,17,29,3,8,0,9.33617975681533,recent
TXN_204126,CUST_323,0,382,3381,Mobile,2025-08-25 06:46:04,0,2025-08-25 06:46:04+00:00,6,46,0,8,0,8.126222529458525,new
TXN_204225,CUST_748,1,2623,15063,Web,2025-08-15 01:06:14,0,2025-08-15 01:06:14+00:00,1,6,4,8,0,9.620063070336988,old
TXN_201147,CUST_657,1,1910,10783,ATM,2025-08-18 10:35:37,0,2025-08-18 10:35:37+00:00,10,35,0,8,0,9.285818833152089,established
TXN_204247,CUST_762,1,2915,118000,ATM,2025-08-12 15:05:20,0,2025-08-12 15:05:20+00:00,15,5,1,8,1,11.678448377988165,old
TXN_200980,CUST_125,1,174,24069,Web,2025-08-02 01:39:42,0,2025-08-02 01:39:42+00:00,1,39,5,8,0,10.088721530777118,new
TXN_202736,CUST_121,1,427,22502,Web,2025-08-14 04:25:00,0,2025-08-14 04:25:00+00:00,4,25,3,8,0,10.021403912637746,new
TXN_202920,CUST_229,1,588,17677,Web,2025-08-19 10:48:51,0,2025-08-19 10:48:51+00:00,10,48,1,8,0,9.780076207620894,new
TXN_203187,CUST_602,1,1142,6474,Mobile,2025-08-05 22:33:39,0,2025-08-05 22:33:39+00:00,22,33,1,8,0,8.775703886567738,recent
TXN_202929,CUST_459,1,1866,25630,Mobile,2025-08-18 00:22:07,0,2025-08-18 00:22:07+00:00,0,22,0,8,0,10.151557835374197,established
TXN_202504,CUST_254,0,591,21322,Web,2025-08-14 18:44:20,0,2025-08-14 18:44:20+00:00,18,44,3,8,0,9.967541581326234,new
TXN_202046,CUST_422,0,105,174814,Mobile,2025-08-05 18:15:02,0,2025-08-05 18:15:02+00:00,18,15,1,8,1,12.071483550878884,new
TXN_203269,CUST_485,1,2590,144599,Web,2025-08-14 14:11:48,0,2025-08-14 14:11:48+00:00,14,11,3,8,1,11.8817265887068,old
TXN_204628,CUST_420,1,827,34410,Web,2025-08-10 23:20:15,0,2025-08-10 23:20:15+00:00,23,20,6,8,0,10.446131559688638,recent
TXN_203865,CUST_204,1,591,5450,Web,2025-08-19 17:41:39,0,2025-08-19 17:41:39+00:00,17,41,1,8,0,8.603554357064281,new
TXN_204480,CUST_613,1,2772,166217,ATM,2025-08-14 11:31:27,0,2025-08-14 11:31:27+00:00,11,31,3,8,1,12.02105545878821,old
TXN_200448,CUST_686,0,2664,10616,Web,2025-08-09 18:19:14,1,2025-08-09 18:19:14+00:00,18,19,5,8,0,9.270211769013573,old
TXN_202055,CUST_607,1,920,35309,Web,2025-08-10 10:27:41,0,2025-08-10 10:27:41+00:00,10,27,6,8,0,10.471921488922431,recent
TXN_204829,CUST_534,0,2514,7165,Web,2025-08-04 05:51:38,1,2025-08-04 05:51:38+00:00,5,51,0,8,0,8.8771028978649,old
TXN_202793,CUST_411,1,1851,203620,Web,2025-08-11 12:17:08,0,2025-08-11 12:17:08+00:00,12,17,0,8,1,12.224015701758056,established
TXN_203740,CUST_780,1,1980,7467,Mobile,2025-08-02 20:28:58,0,2025-08-02 20:28:58+00:00,20,28,5,8,0,8.918382504661613,established
TXN_203775,CUST_337,0,1468,6021,Mobile,2025-08-20 09:09:11,0,2025-08-20 09:09:11+00:00,9,9,2,8,0,8.70317470904168,recent
TXN_202897,CUST_762,1,2055,6215,Web,2025-08-08 14:09:37,0,2025-08-08 14:09:37+00:00,14,9,4,8,0,8.734881892047483,established
TXN_200602,CUST_128,1,2817,111761,POS,2025-08-16 13:38:45,0,2025-08-16 13:38:45+00:00,13,38,5,8,1,11.624126889261058,old
TXN_201213,CUST_160,1,2243,8786,POS,2025-08-19 21:44:55,0,2025-08-19 21:44:55+00:00,21,44,1,8,0,9.081028635495842,established
TXN_201005,CUST_287,1,1879,91539,Mobile,2025-08-05 00:39:03,0,2025-08-05 00:39:03+00:00,0,39,1,8,1,11.424531314207632,established
TXN_200044,CUST_662,1,1094,290970,Mobile,2025-08-04 19:29:58,0,2025-08-04 19:29:58+00:00,19,29,0,8,1,12.580978884830216,recent
TXN_200796,CUST_734,0,445,6681,Mobile,2025-08-17 23:02:04,0,2025-08-17 23:02:04+00:00,23,2,6,8,0,8.807172622916703,new
TXN_203360,CUST_387,1,2141,2585,Mobile,2025-08-05 01:13:27,0,2025-08-05 01:13:27+00:00,1,13,1,8,0,7.857867559331803,established
TXN_200126,CUST_522,1,2439,211389,Web,2025-08-22 05:37:42,0,2025-08-22 05:37:42+00:00,5,37,4,8,1,12.26146004760973,old
TXN_204656,CUST_585,1,1245,30998,Mobile,2025-08-02 18:32:26,1,2025-08-02 18:32:26+00:00,18,32,5,8,0,10.341710224882464,recent
TXN_204524,CUST_412,1,19,7589,POS,2025-08-19 19:02:48,0,2025-08-19 19:02:48+00:00,19,2,1,8,0,8.934586870389676,new
TXN_200715,CUST_681,1,2640,4220,Web,2025-08-25 10:42:01,0,2025-08-25 10:42:01+00:00,10,42,0,8,0,8.347827345782498,old
TXN_203158,CUST_446,1,1852,11698,POS,2025-08-13 08:06:18,0,2025-08-13 08:06:18+00:00,8,6,2,8,0,9.3672586470476,established
TXN_200736,CUST_610,0,2092,4039,Web,2025-08-09 14:20:04,1,2025-08-09 14:20:04+00:00,14,20,5,8,0,8.303999970955196,established
TXN_202907,CUST_153,1,909,4330,POS,2025-08-10 17:02:44,0,2025-08-10 17:02:44+00:00,17,2,6,8,0,8.373553741214627,recent
TXN_200153,CUST_507,1,1391,11856,POS,2025-08-16 21:17:00,0,2025-08-16 21:17:00+00:00,21,17,5,8,0,9.380673689458073,recent
TXN_202300,CUST_537,1,628,89191,Web,2025-08-23 19:38:24,1,2025-08-23 19:38:24+00:00,19,38,5,8,1,11.398546628447408,new
TXN_204008,CUST_134,1,2533,228496,Mobile,2025-08-02 21:22:03,1,2025-08-02 21:22:03+00:00,21,22,5,8,1,12.339278360127365,old
TXN_204732,CUST_663,1,2608,5470,ATM,2025-08-16 01:29:12,0,2025-08-16 01:29:12+00:00,1,29,5,8,0,8.607216694063826,old
TXN_200429,CUST_247,1,2160,3399,POS,2025-08-17 11:54:21,0,2025-08-17 11:54:21+00:00,11,54,6,8,0,8.131530710604252,established
TXN_204063,CUST_401,1,2576,10129,POS,2025-08-09 02:03:25,0,2025-08-09 02:03:25+00:00,2,3,5,8,0,9.22325659724273,old
TXN_204030,CUST_298,1,2717,18019,Mobile,2025-08-01 05:19:50,0,2025-08-01 05:19:50+00:00,5,19,4,8,0,9.799237531162328,old
TXN_201009,CUST_139,1,899,56136,Mobile,2025-08-05 07:45:52,0,2025-08-05 07:45:52+00:00,7,45,1,8,1,10.935550410654034,recent
TXN_204500,CUST_666,1,616,147296,Web,2025-08-01 03:37:24,0,2025-08-01 03:37:24+00:00,3,37,4,8,1,11.90020623564454,new
TXN_203259,CUST_136,1,273,260260,Web,2025-08-23 04:32:28,0,2025-08-23 04:32:28+00:00,4,32,5,8,1,12.469440252634902,new
TXN_204980,CUST_111,1,2842,3110,POS,2025-08-18 09:00:52,0,2025-08-18 09:00:52+00:00,9,0,0,8,0,8.042699496897637,old
TXN_200163,CUST_299,1,851,4667,POS,2025-08-20 03:01:47,0,2025-08-20 03:01:47+00:00,3,1,2,8,0,8.448485993406447,recent
TXN_203766,CUST_161,1,2596,13565,Mobile,2025-08-08 02:15:34,0,2025-08-08 02:15:34+00:00,2,15,4,8,0,9.515321941506024,old
TXN_201439,CUST_682,1,2360,7804,Mobile,2025-08-24 19:33:27,1,2025-08-24 19:33:27+00:00,19,33,6,8,0,8.962519832949532,old
TXN_203457,CUST_192,1,2289,13707,Web,2025-08-21 04:59:39,0,2025-08-21 04:59:39+00:00,4,59,3,8,0,9.5257348829945,old
TXN_202351,CUST_475,1,2328,6351,Web,2025-08-06 12:25:45,0,2025-08-06 12:25:45+00:00,12,25,2,8,0,8.756525002926972,old
TXN_200797,CUST_234,1,2096,9709,POS,2025-08-09 06:15:56,0,2025-08-09 06:15:56+00:00,6,15,5,8,0,9.18091156128537,established
TXN_200492,CUST_690,1,1190,8447,Web,2025-08-08 10:32:40,0,2025-08-08 10:32:40+00:00,10,32,4,8,0,9.041685005946045,recent
TXN_203972,CUST_270,1,1085,6742,Mobile,2025-08-01 12:16:03,0,2025-08-01 12:16:03+00:00,12,16,4,8,0,8.816260208734581,recent
TXN_202059,CUST_498,1,128,19888,Mobile,2025-08-15 23:31:00,0,2025-08-15 23:31:00+00:00,23,31,4,8,0,9.897922094063247,new
TXN_202666,CUST_616,1,1652,88364,Web,2025-08-01 04:26:26,0,2025-08-01 04:26:26+00:00,4,26,4,8,1,11.389231242623897,established
TXN_202234,CUST_716,0,729,3097,POS,2025-08-08 08:40:01,0,2025-08-08 08:40:01+00:00,8,40,4,8,0,8.038512020976814,new
TXN_203691,CUST_588,1,2723,11639,POS,2025-08-08 15:13:15,0,2025-08-08 15:13:15+00:00,15,13,4,8,0,9.36220272128543,old
TXN_201723,CUST_161,1,1744,13665,Mobile,2025-08-06 10:40:11,1,2025-08-06 10:40:11+00:00,10,40,2,8,0,9.522666275340724,established
TXN_201707,CUST_492,0,174,3945,Web,2025-08-16 19:21:29,0,2025-08-16 19:21:29+00:00,19,21,5,8,0,8.28045768658256,new
TXN_204366,CUST_387,1,2697,20536,Web,2025-08-20 17:59:15,1,2025-08-20 17:59:15+00:00,17,59,2,8,0,9.929983416340091,old
TXN_202146,CUST_674,0,1593,19224,Web,2025-08-25 19:26:44,0,2025-08-25 19:26:44+00:00,19,26,0,8,0,9.863966794373844,established
TXN_204539,CUST_773,1,917,217703,Web,2025-08-15 11:27:33,0,2025-08-15 11:27:33+00:00,11,27,4,8,1,12.29089162096289,recent
TXN_201968,CUST_243,1,2419,10160,Web,2025-08-09 01:07:21,0,2025-08-09 01:07:21+00:00,1,7,5,8,0,9.22631214148588,old
TXN_202455,CUST_564,0,507,15599,POS,2025-08-12 00:45:18,0,2025-08-12 00:45:18+00:00,0,45,1,8,0,9.655026193237628,new
TXN_200974,CUST_300,0,232,3344,Web,2025-08-19 01:55:59,0,2025-08-19 01:55:59+00:00,1,55,1,8,0,8.11522197256233,new
TXN_202772,CUST_273,1,2774,2729,Web,2025-08-07 00:11:10,0,2025-08-07 00:11:10+00:00,0,11,3,8,0,7.912056888179006,old
TXN_203381,CUST_440,1,585,11903,Web,2025-08-10 11:04:16,0,2025-08-10 11:04:16+00:00,11,4,6,8,0,9.384629757072872,new
TXN_200234,CUST_105,1,973,5225,Web,2025-08-11 11:29:55,0,2025-08-11 11:29:55+00:00,11,29,0,8,0,8.561401446080557,recent
TXN_201396,CUST_571,1,1382,9896,POS,2025-08-19 06:23:14,0,2025-08-19 06:23:14+00:00,6,23,1,8,0,9.199986959896693,recent
TXN_204185,CUST_104,1,627,4198,Web,2025-08-03 15:53:23,0,2025-08-03 15:53:23+00:00,15,53,6,8,0,8.342601680684194,new
TXN_201938,CUST_764,1,999,114712,Web,2025-08-02 08:49:41,0,2025-08-02 08:49:41+00:00,8,49,5,8,1,11.650188635840664,recent
TXN_204146,CUST_536,1,1099,137121,Mobile,2025-08-15 09:18:27,1,2025-08-15 09:18:27+00:00,9,18,4,8,1,11.82862631948953,recent
TXN_202118,CUST_573,0,2118,13408,Web,2025-08-22 12:43:01,1,2025-08-22 12:43:01+00:00,12,43,4,8,0,9.503681402279645,established
TXN_203673,CUST_607,1,537,13027,Mobile,2025-08-08 23:17:07,0,2025-08-08 23:17:07+00:00,23,17,4,8,0,9.474856166396124,new
TXN_203485,CUST_752,1,2425,34103,Mobile,2025-08-05 03:54:40,0,2025-08-05 03:54:40+00:00,3,54,1,8,0,10.437169958445049,old
TXN_204545,CUST_603,1,1850,12733,POS,2025-08-23 06:02:00,0,2025-08-23 06:02:00+00:00,6,2,5,8,0,9.45203086057697,established
TXN_204523,CUST_241,1,1728,18277,Mobile,2025-08-19 14:03:18,0,2025-08-19 14:03:18+00:00,14,3,1,8,0,9.813453429832148,established
